"","stimnum","truth","type","level","stimtext","hit","response","rt","trialnum","uniqueid"
"336",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",3292,48,"3:3"
"337",57,"T","S",1,"A mackerel is a fish",TRUE,"T",2313,49,"3:3"
"338",13,"T","P",1,"An eagle has wings",TRUE,"T",882,50,"3:3"
"339",107,"F","P",9,"A cobra has legs",TRUE,"F",951,51,"3:3"
"340",37,"T","S",0,"An ostrich is an ostrich",TRUE,"T",1425,52,"3:3"
"341",41,"T","S",0,"A ferret is a ferret",TRUE,"T",810,53,"3:3"
"342",32,"T","P",2,"A barracuda can move",FALSE,"F",3438,54,"3:3"
"343",63,"T","S",2,"A parrot is an animal",TRUE,"T",925,55,"3:3"
"344",83,"F","P",9,"A garter snake is tall",TRUE,"F",2732,56,"3:3"
"345",19,"T","P",1,"A flounder has gills",TRUE,"T",1276,57,"3:3"
"346",109,"F","S",9,"An ostrich is a pig",TRUE,"F",942,58,"3:3"
"347",137,"F","S",9,"A rabbit is a building",TRUE,"F",995,59,"3:3"
"348",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",1167,60,"3:3"
"349",90,"F","P",9,"A pig has scales",TRUE,"F",2087,61,"3:3"
"350",75,"F","P",9,"An owl can swim",TRUE,"F",1061,62,"3:3"
"351",81,"F","P",9,"A goldfish is purple",TRUE,"F",925,63,"3:3"
"352",3,"T","P",0,"An owl is nocturnal",TRUE,"T",1196,64,"3:3"
"353",117,"F","S",9,"A clownfish is a mammal",TRUE,"F",1530,65,"3:3"
"354",20,"T","P",1,"An angelfish has fins",TRUE,"T",826,66,"3:3"
"355",82,"F","P",9,"A tortoise runs fast",TRUE,"F",1040,67,"3:3"
"356",47,"T","S",0,"A salamander is a salamander",TRUE,"T",918,68,"3:3"
"357",123,"F","S",9,"A crane is a fish",TRUE,"F",1046,69,"3:3"
"358",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1088,70,"3:3"
"359",138,"F","S",9,"A mouse is a leaf",TRUE,"F",900,71,"3:3"
"360",106,"F","P",9,"A box turtle can hop",TRUE,"F",2010,72,"3:3"
"361",108,"F","P",9,"A gecko has fangs",TRUE,"F",2301,73,"3:3"
"362",113,"F","S",9,"A ferret is a mineral",TRUE,"F",2147,74,"3:3"
"363",98,"F","P",9,"A woodpecker has fingers",TRUE,"F",1440,75,"3:3"
"364",43,"T","S",0,"A cod is a cod",TRUE,"T",663,76,"3:3"
"365",99,"F","P",9,"A chicken has sharp teeth",TRUE,"F",1708,77,"3:3"
"366",36,"T","P",2,"A gecko is alive",FALSE,"F",1393,78,"3:3"
"367",17,"T","P",1,"A cat is warm-blooded",FALSE,"F",3126,79,"3:3"
"368",7,"T","P",0,"A salmon swims upstream",TRUE,"T",1705,80,"3:3"
"369",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",980,81,"3:3"
"370",16,"T","P",1,"A deer has hair",FALSE,"F",1279,82,"3:3"
"371",140,"F","S",9,"A pufferfish is a fox",FALSE,"T",956,83,"3:3"
"372",69,"T","S",2,"A piranha is an animal",TRUE,"T",2023,84,"3:3"
"373",35,"T","P",2,"A cobra has blood",TRUE,"T",1600,85,"3:3"
"374",129,"F","S",9,"A mackerel is a reptile",TRUE,"F",3936,86,"3:3"
"375",28,"T","P",2,"A monkey has a heart",TRUE,"T",1174,87,"3:3"
"376",102,"F","P",9,"An antilope is scaly",TRUE,"F",1320,88,"3:3"
"377",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",1920,89,"3:3"
"378",121,"F","S",9,"A chickadee is a mammal",FALSE,"T",2151,90,"3:3"
"379",87,"F","P",9,"A falcon lives under water",TRUE,"F",1455,91,"3:3"
"380",119,"F","S",9,"A salamander is a ferret",TRUE,"F",2615,92,"3:3"
"381",52,"T","S",1,"A bear is a mammal",TRUE,"T",928,93,"3:3"
"382",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",4131,94,"3:3"
"383",116,"F","S",9,"A herring is an antelope",TRUE,"F",1716,95,"3:3"
"384",127,"F","S",9,"A minnow is a mammal",TRUE,"F",1844,96,"3:3"
"385",67,"T","S",2,"A sardine is an animal",FALSE,"F",4006,97,"3:3"
"386",2,"T","P",0,"A pigeon coos",TRUE,"T",1770,98,"3:3"
"387",131,"F","S",9,"A chameleon is a bird",TRUE,"F",2005,99,"3:3"
"388",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1568,100,"3:3"
"389",144,"F","S",9,"A frog is a chickadee",TRUE,"F",1322,101,"3:3"
"390",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1002,102,"3:3"
"391",60,"T","S",1,"A rattlesnake is a reptile",TRUE,"T",1244,103,"3:3"
"392",84,"F","P",9,"A crocodile is small",TRUE,"F",1080,104,"3:3"
"393",124,"F","S",9,"A bear is a bird",TRUE,"F",1292,105,"3:3"
"394",49,"T","S",1,"A chickadee is a bird",TRUE,"T",1104,106,"3:3"
"395",103,"F","P",9,"A trout is furry",TRUE,"F",1659,107,"3:3"
"396",29,"T","P",2,"A rat has bones",FALSE,"F",1031,108,"3:3"
"397",114,"F","S",9,"A fox is a tree",TRUE,"F",930,109,"3:3"
"398",136,"F","S",9,"A lion is a car",TRUE,"F",882,110,"3:3"
"399",55,"T","S",1,"A minnow is a fish",FALSE,"F",2401,111,"3:3"
"400",66,"T","S",2,"A mouse is an animal",TRUE,"T",814,112,"3:3"
"401",97,"F","P",9,"A robin has a shell",TRUE,"F",1064,113,"3:3"
"402",74,"F","P",9,"A pigeon barks",TRUE,"F",1601,114,"3:3"
"403",88,"F","P",9,"A deer is slimy",TRUE,"F",1868,115,"3:3"
"404",24,"T","P",1,"A boa constrictor lays eggs",FALSE,"F",2211,116,"3:3"
"405",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",1560,117,"3:3"
"406",70,"T","S",2,"A newt is an animal",TRUE,"T",1933,118,"3:3"
"407",46,"T","S",0,"A monitor lizard is a monitor lizard",TRUE,"T",1253,119,"3:3"
"408",73,"F","P",9,"A cardinal is blue",TRUE,"F",1544,120,"3:3"
"409",139,"F","S",9,"A sardine is an anaconda",TRUE,"F",2147,121,"3:3"
"410",130,"F","S",9,"A komodo dragon is a mammal",TRUE,"F",1383,122,"3:3"
"411",27,"T","P",2,"A chicken has a brain",TRUE,"T",2050,123,"3:3"
"412",104,"F","P",9,"A barracuda is friendly",TRUE,"F",1418,124,"3:3"
"413",128,"F","S",9,"A sturgeon is a bird",FALSE,"T",1764,125,"3:3"
"414",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",1051,126,"3:3"
"415",30,"T","P",2,"An antilope has a mouth",TRUE,"T",1776,127,"3:3"
"416",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1198,128,"3:3"
"417",23,"T","P",1,"A snapping turtle has scaly skin",TRUE,"T",3164,129,"3:3"
"418",62,"T","S",2,"A peacock is an animal",TRUE,"T",974,130,"3:3"
"419",34,"T","P",2,"A box turtle can see",TRUE,"T",1106,131,"3:3"
"420",86,"F","P",9,"A blue jay has gills",TRUE,"F",1121,132,"3:3"
"421",51,"T","S",1,"A crane is a bird",TRUE,"T",915,133,"3:3"
"422",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",2032,134,"3:3"
"423",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",2471,135,"3:3"
"424",68,"T","S",2,"A pufferfish is an animal",FALSE,"F",1348,136,"3:3"
"425",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",881,137,"3:3"
"426",44,"T","S",0,"A herring is a herring",TRUE,"T",1147,138,"3:3"
"427",33,"T","P",2,"A parrotfish has muscles",TRUE,"T",3180,139,"3:3"
"428",79,"F","P",9,"A salmon has legs",TRUE,"F",1114,140,"3:3"
"429",6,"T","P",0,"A dog barks",TRUE,"T",830,141,"3:3"
"430",76,"F","P",9,"A squirrel has a beak",TRUE,"F",1063,142,"3:3"
"431",126,"F","S",9,"A goat is a fish",TRUE,"F",898,143,"3:3"
"432",5,"T","P",0,"A moose has antlers",FALSE,"F",2803,144,"3:3"
"433",115,"F","S",9,"A cod is a rock",TRUE,"F",3425,1,"6:6"
"434",98,"F","P",9,"A woodpecker has fingers",TRUE,"F",4218,2,"6:6"
"435",136,"F","S",9,"A lion is a car",TRUE,"F",1542,3,"6:6"
"436",59,"T","S",1,"A chameleon is a reptile",TRUE,"T",1679,4,"6:6"
"437",9,"T","P",0,"A goldfish is orange",TRUE,"T",2229,5,"6:6"
"438",70,"T","S",2,"A newt is an animal",FALSE,"F",2729,6,"6:6"
"439",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",2933,7,"6:6"
"440",103,"F","P",9,"A trout is furry",TRUE,"F",1824,8,"6:6"
"441",47,"T","S",0,"A salamander is a salamander",TRUE,"T",2029,9,"6:6"
"442",80,"F","P",9,"A tiger shark has fur",TRUE,"F",2356,10,"6:6"
"443",91,"F","P",9,"A flounder can talk",TRUE,"F",2648,11,"6:6"
"444",110,"F","S",9,"A penguin is a shark",TRUE,"F",1127,12,"6:6"
"445",117,"F","S",9,"A clownfish is a mammal",FALSE,"T",7297,13,"6:6"
"446",108,"F","P",9,"A gecko has fangs",FALSE,"T",2943,14,"6:6"
"447",112,"F","S",9,"A chipmunk is a plant",TRUE,"F",1286,15,"6:6"
"448",23,"T","P",1,"A snapping turtle has scaly skin",TRUE,"T",4281,16,"6:6"
"449",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",2198,17,"6:6"
"450",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1913,18,"6:6"
"451",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",1702,19,"6:6"
"452",78,"F","P",9,"A dog lays eggs",TRUE,"F",1231,20,"6:6"
"453",100,"F","P",9,"A monkey has antlers",TRUE,"F",1358,21,"6:6"
"454",36,"T","P",2,"A gecko is alive",TRUE,"T",918,22,"6:6"
"455",72,"T","S",2,"A frog is an animal",TRUE,"T",879,23,"6:6"
"456",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",3081,24,"6:6"
"457",31,"T","P",2,"A trout can reproduce",TRUE,"T",1775,25,"6:6"
"458",29,"T","P",2,"A rat has bones",TRUE,"T",1302,26,"6:6"
"459",125,"F","S",9,"A wolf is a reptile",TRUE,"F",1221,27,"6:6"
"460",73,"F","P",9,"A cardinal is blue",FALSE,"T",2194,28,"6:6"
"461",62,"T","S",2,"A peacock is an animal",TRUE,"T",1278,29,"6:6"
"462",130,"F","S",9,"A komodo dragon is a mammal",FALSE,"T",1613,30,"6:6"
"463",109,"F","S",9,"An ostrich is a pig",TRUE,"F",1231,31,"6:6"
"464",143,"F","S",9,"A sea turtle is a boat",TRUE,"F",1262,32,"6:6"
"465",77,"F","P",9,"A moose has wings",TRUE,"F",1733,33,"6:6"
"466",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",1367,34,"6:6"
"467",1,"T","P",0,"A cardinal is red",TRUE,"T",831,35,"6:6"
"468",55,"T","S",1,"A minnow is a fish",FALSE,"F",1925,36,"6:6"
"469",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",1551,37,"6:6"
"470",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1702,38,"6:6"
"471",124,"F","S",9,"A bear is a bird",TRUE,"F",798,39,"6:6"
"472",75,"F","P",9,"An owl can swim",TRUE,"F",2246,40,"6:6"
"473",85,"F","P",9,"An eagle eats grass",TRUE,"F",1702,41,"6:6"
"474",139,"F","S",9,"A sardine is an anaconda",TRUE,"F",1527,42,"6:6"
"475",44,"T","S",0,"A herring is a herring",TRUE,"T",983,43,"6:6"
"476",95,"F","P",9,"A snapping turtle has six legs",TRUE,"F",2022,44,"6:6"
"477",133,"F","S",9,"A hummingbird is a plant",TRUE,"F",1431,45,"6:6"
"478",79,"F","P",9,"A salmon has legs",TRUE,"F",1118,46,"6:6"
"479",88,"F","P",9,"A deer is slimy",TRUE,"F",910,47,"6:6"
"480",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",1213,48,"6:6"
"481",21,"T","P",1,"A catfish can swim",TRUE,"T",4641,49,"6:6"
"482",51,"T","S",1,"A crane is a bird",TRUE,"T",2056,50,"6:6"
"483",126,"F","S",9,"A goat is a fish",TRUE,"F",1079,51,"6:6"
"484",93,"F","P",9,"A catfish can fly",TRUE,"F",2110,52,"6:6"
"485",121,"F","S",9,"A chickadee is a mammal",FALSE,"T",1358,53,"6:6"
"486",50,"T","S",1,"A sparrow is a bird",TRUE,"T",774,54,"6:6"
"487",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",2390,55,"6:6"
"488",99,"F","P",9,"A chicken has sharp teeth",TRUE,"F",2222,56,"6:6"
"489",15,"T","P",1,"A falcon can fly",TRUE,"T",1822,57,"6:6"
"490",128,"F","S",9,"A sturgeon is a bird",TRUE,"F",1750,58,"6:6"
"491",52,"T","S",1,"A bear is a mammal",TRUE,"T",782,59,"6:6"
"492",119,"F","S",9,"A salamander is a ferret",TRUE,"F",1870,60,"6:6"
"493",113,"F","S",9,"A ferret is a mineral",TRUE,"F",1462,61,"6:6"
"494",30,"T","P",2,"An antilope has a mouth",TRUE,"T",1870,62,"6:6"
"495",11,"T","P",0,"A garter snake has no legs",TRUE,"T",3006,63,"6:6"
"496",49,"T","S",1,"A chickadee is a bird",TRUE,"T",1118,64,"6:6"
"497",97,"F","P",9,"A robin has a shell",FALSE,"T",3558,65,"6:6"
"498",7,"T","P",0,"A salmon swims upstream",TRUE,"T",1990,66,"6:6"
"499",83,"F","P",9,"A garter snake is tall",FALSE,"T",2111,67,"6:6"
"500",17,"T","P",1,"A cat is warm-blooded",TRUE,"T",2126,68,"6:6"
"501",53,"T","S",1,"A wolf is a mammal",TRUE,"T",862,69,"6:6"
"502",127,"F","S",9,"A minnow is a mammal",FALSE,"T",1830,70,"6:6"
"503",19,"T","P",1,"A flounder has gills",FALSE,"F",3110,71,"6:6"
"504",131,"F","S",9,"A chameleon is a bird",FALSE,"T",1054,72,"6:6"
"505",67,"T","S",2,"A sardine is an animal",FALSE,"F",2343,73,"6:6"
"506",87,"F","P",9,"A falcon lives under water",TRUE,"F",3950,74,"6:6"
"507",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",862,75,"6:6"
"508",43,"T","S",0,"A cod is a cod",TRUE,"T",942,76,"6:6"
"509",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",1391,77,"6:6"
"510",116,"F","S",9,"A herring is an antelope",TRUE,"F",3311,78,"6:6"
"511",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",1902,79,"6:6"
"512",69,"T","S",2,"A piranha is an animal",FALSE,"F",1014,80,"6:6"
"513",68,"T","S",2,"A pufferfish is an animal",TRUE,"T",1254,81,"6:6"
"514",10,"T","P",0,"A tortoise has a shell",TRUE,"T",1566,82,"6:6"
"515",63,"T","S",2,"A parrot is an animal",TRUE,"T",1278,83,"6:6"
"516",27,"T","P",2,"A chicken has a brain",TRUE,"T",998,84,"6:6"
"517",89,"F","P",9,"A cat has no legs",TRUE,"F",1822,85,"6:6"
"518",38,"T","S",0,"A penguin is a penguin",TRUE,"T",766,86,"6:6"
"519",12,"T","P",0,"A crocodile has sharp teeth",TRUE,"T",3142,87,"6:6"
"520",86,"F","P",9,"A blue jay has gills",TRUE,"F",1982,88,"6:6"
"521",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",735,89,"6:6"
"522",142,"F","S",9,"A newt is a plane",TRUE,"F",1454,90,"6:6"
"523",81,"F","P",9,"A goldfish is purple",TRUE,"F",927,91,"6:6"
"524",129,"F","S",9,"A mackerel is a reptile",TRUE,"F",1566,92,"6:6"
"525",102,"F","P",9,"An antilope is scaly",TRUE,"F",2183,93,"6:6"
"526",123,"F","S",9,"A crane is a fish",FALSE,"T",1110,94,"6:6"
"527",6,"T","P",0,"A dog barks",TRUE,"T",782,95,"6:6"
"528",54,"T","S",1,"A goat is a mammal",TRUE,"T",903,96,"6:6"
"529",41,"T","S",0,"A ferret is a ferret",TRUE,"T",1462,97,"6:6"
"530",76,"F","P",9,"A squirrel has a beak",TRUE,"F",1278,98,"6:6"
"531",84,"F","P",9,"A crocodile is small",TRUE,"F",1518,99,"6:6"
"532",56,"T","S",1,"A sturgeon is a fish",FALSE,"F",1086,100,"6:6"
"533",120,"F","S",9,"An anaconda is a mockingbird",TRUE,"F",1079,101,"6:6"
"534",74,"F","P",9,"A pigeon barks",TRUE,"F",910,102,"6:6"
"535",107,"F","P",9,"A cobra has legs",TRUE,"F",1518,103,"6:6"
"536",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",966,104,"6:6"
"537",8,"T","P",0,"A tiger shark is dangerous",TRUE,"T",3782,105,"6:6"
"538",25,"T","P",2,"A robin breathes",TRUE,"T",1262,106,"6:6"
"539",28,"T","P",2,"A monkey has a heart",TRUE,"T",1166,107,"6:6"
"540",64,"T","S",2,"A lion is an animal",TRUE,"T",878,108,"6:6"
"541",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",1934,109,"6:6"
"542",104,"F","P",9,"A barracuda is friendly",TRUE,"F",2494,110,"6:6"
"543",13,"T","P",1,"An eagle has wings",TRUE,"T",1086,111,"6:6"
"544",34,"T","P",2,"A box turtle can see",TRUE,"T",1654,112,"6:6"
"545",37,"T","S",0,"An ostrich is an ostrich",TRUE,"T",702,113,"6:6"
"546",57,"T","S",1,"A mackerel is a fish",TRUE,"T",1022,114,"6:6"
"547",114,"F","S",9,"A fox is a tree",TRUE,"F",894,115,"6:6"
"548",2,"T","P",0,"A pigeon coos",TRUE,"T",2438,116,"6:6"
"549",35,"T","P",2,"A cobra has blood",TRUE,"T",1694,117,"6:6"
"550",82,"F","P",9,"A tortoise runs fast",TRUE,"F",1350,118,"6:6"
"551",46,"T","S",0,"A monitor lizard is a monitor lizard",TRUE,"T",1789,119,"6:6"
"552",20,"T","P",1,"An angelfish has fins",TRUE,"T",1710,120,"6:6"
"553",16,"T","P",1,"A deer has hair",FALSE,"F",1238,121,"6:6"
"554",101,"F","P",9,"A rat has feathers",TRUE,"F",2934,122,"6:6"
"555",5,"T","P",0,"A moose has antlers",FALSE,"F",934,123,"6:6"
"556",106,"F","P",9,"A box turtle can hop",TRUE,"F",2782,124,"6:6"
"557",65,"T","S",2,"A rabbit is an animal",TRUE,"T",990,125,"6:6"
"558",66,"T","S",2,"A mouse is an animal",TRUE,"T",734,126,"6:6"
"559",3,"T","P",0,"An owl is nocturnal",TRUE,"T",1334,127,"6:6"
"560",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1438,128,"6:6"
"561",92,"F","P",9,"An angelfish climbs trees",TRUE,"F",1149,129,"6:6"
"562",135,"F","S",9,"A parrot is a rock",TRUE,"F",1071,130,"6:6"
"563",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",1479,131,"6:6"
"564",39,"T","S",0,"A mockingbird is a mockingbird",TRUE,"T",982,132,"6:6"
"565",32,"T","P",2,"A barracuda can move",TRUE,"T",1495,133,"6:6"
"566",90,"F","P",9,"A pig has scales",TRUE,"F",926,134,"6:6"
"567",33,"T","P",2,"A parrotfish has muscles",FALSE,"F",1782,135,"6:6"
"568",137,"F","S",9,"A rabbit is a building",TRUE,"F",974,136,"6:6"
"569",144,"F","S",9,"A frog is a chickadee",TRUE,"F",1238,137,"6:6"
"570",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",2222,138,"6:6"
"571",138,"F","S",9,"A mouse is a leaf",TRUE,"F",1734,139,"6:6"
"572",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",3398,140,"6:6"
"573",42,"T","S",0,"A fox is a fox",TRUE,"T",798,141,"6:6"
"574",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",4118,142,"6:6"
"575",60,"T","S",1,"A rattlesnake is a reptile",TRUE,"T",2318,143,"6:6"
"576",134,"F","S",9,"A peacock is a sport",TRUE,"F",1406,144,"6:6"
"577",85,"F","P",9,"An eagle eats grass",TRUE,"F",3765,1,"5:5"
"578",75,"F","P",9,"An owl can swim",TRUE,"F",2814,2,"5:5"
"579",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",3157,3,"5:5"
"580",101,"F","P",9,"A rat has feathers",TRUE,"F",2438,4,"5:5"
"581",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",3476,5,"5:5"
"582",31,"T","P",2,"A trout can reproduce",TRUE,"T",3835,6,"5:5"
"583",39,"T","S",0,"A mockingbird is a mockingbird",TRUE,"T",2927,7,"5:5"
"584",73,"F","P",9,"A cardinal is blue",FALSE,"T",3067,8,"5:5"
"585",44,"T","S",0,"A herring is a herring",TRUE,"T",3027,9,"5:5"
"586",63,"T","S",2,"A parrot is an animal",TRUE,"T",1801,10,"5:5"
"587",57,"T","S",1,"A mackerel is a fish",TRUE,"T",3027,11,"5:5"
"588",112,"F","S",9,"A chipmunk is a plant",TRUE,"F",2309,12,"5:5"
"589",107,"F","P",9,"A cobra has legs",TRUE,"F",2599,13,"5:5"
"590",93,"F","P",9,"A catfish can fly",TRUE,"F",4684,14,"5:5"
"591",76,"F","P",9,"A squirrel has a beak",TRUE,"F",2798,15,"5:5"
"592",52,"T","S",1,"A bear is a mammal",TRUE,"T",2920,16,"5:5"
"593",144,"F","S",9,"A frog is a chickadee",TRUE,"F",2847,17,"5:5"
"594",127,"F","S",9,"A minnow is a mammal",TRUE,"F",4894,18,"5:5"
"595",88,"F","P",9,"A deer is slimy",TRUE,"F",2329,19,"5:5"
"596",28,"T","P",2,"A monkey has a heart",TRUE,"T",2040,20,"5:5"
"597",79,"F","P",9,"A salmon has legs",TRUE,"F",1521,21,"5:5"
"598",11,"T","P",0,"A garter snake has no legs",TRUE,"T",3606,22,"5:5"
"599",87,"F","P",9,"A falcon lives under water",TRUE,"F",2181,23,"5:5"
"600",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",2840,24,"5:5"
"601",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",3228,25,"5:5"
"602",99,"F","P",9,"A chicken has sharp teeth",FALSE,"T",3009,26,"5:5"
"603",110,"F","S",9,"A penguin is a shark",TRUE,"F",3337,27,"5:5"
"604",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",2310,28,"5:5"
"605",13,"T","P",1,"An eagle has wings",TRUE,"T",1841,29,"5:5"
"606",90,"F","P",9,"A pig has scales",TRUE,"F",2300,30,"5:5"
"607",143,"F","S",9,"A sea turtle is a boat",TRUE,"F",2211,31,"5:5"
"608",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",2092,32,"5:5"
"609",9,"T","P",0,"A goldfish is orange",TRUE,"T",2400,33,"5:5"
"610",109,"F","S",9,"An ostrich is a pig",TRUE,"F",3038,34,"5:5"
"611",35,"T","P",2,"A cobra has blood",TRUE,"T",1921,35,"5:5"
"612",119,"F","S",9,"A salamander is a ferret",TRUE,"F",3209,36,"5:5"
"613",37,"T","S",0,"An ostrich is an ostrich",TRUE,"T",2011,37,"5:5"
"614",84,"F","P",9,"A crocodile is small",TRUE,"F",2910,38,"5:5"
"615",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",3388,39,"5:5"
"616",51,"T","S",1,"A crane is a bird",TRUE,"T",5065,40,"5:5"
"617",125,"F","S",9,"A wolf is a reptile",TRUE,"F",1732,41,"5:5"
"618",2,"T","P",0,"A pigeon coos",TRUE,"T",4459,42,"5:5"
"619",134,"F","S",9,"A peacock is a sport",TRUE,"F",3258,43,"5:5"
"620",6,"T","P",0,"A dog barks",TRUE,"T",3388,44,"5:5"
"621",50,"T","S",1,"A sparrow is a bird",TRUE,"T",1752,45,"5:5"
"622",97,"F","P",9,"A robin has a shell",TRUE,"F",2252,46,"5:5"
"623",15,"T","P",1,"A falcon can fly",TRUE,"T",2151,47,"5:5"
"624",82,"F","P",9,"A tortoise runs fast",TRUE,"F",2440,48,"5:5"
"625",30,"T","P",2,"An antilope has a mouth",TRUE,"T",5681,49,"5:5"
"626",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1928,50,"5:5"
"627",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1713,51,"5:5"
"628",81,"F","P",9,"A goldfish is purple",TRUE,"F",1614,52,"5:5"
"629",131,"F","S",9,"A chameleon is a bird",TRUE,"F",3819,53,"5:5"
"630",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",3601,54,"5:5"
"631",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",3472,55,"5:5"
"632",62,"T","S",2,"A peacock is an animal",TRUE,"T",3280,56,"5:5"
"633",59,"T","S",1,"A chameleon is a reptile",TRUE,"T",1904,57,"5:5"
"634",19,"T","P",1,"A flounder has gills",FALSE,"F",4379,58,"5:5"
"635",117,"F","S",9,"A clownfish is a mammal",TRUE,"F",4301,59,"5:5"
"636",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",2381,60,"5:5"
"637",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",3741,61,"5:5"
"638",12,"T","P",0,"A crocodile has sharp teeth",TRUE,"T",2971,62,"5:5"
"639",38,"T","S",0,"A penguin is a penguin",TRUE,"T",1733,63,"5:5"
"640",34,"T","P",2,"A box turtle can see",TRUE,"T",3391,64,"5:5"
"641",29,"T","P",2,"A rat has bones",TRUE,"T",1935,65,"5:5"
"642",43,"T","S",0,"A cod is a cod",TRUE,"T",1783,66,"5:5"
"643",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",2604,67,"5:5"
"644",67,"T","S",2,"A sardine is an animal",TRUE,"T",3620,68,"5:5"
"645",142,"F","S",9,"A newt is a plane",TRUE,"F",2833,69,"5:5"
"646",7,"T","P",0,"A salmon swims upstream",TRUE,"T",3362,70,"5:5"
"647",27,"T","P",2,"A chicken has a brain",TRUE,"T",1924,71,"5:5"
"648",114,"F","S",9,"A fox is a tree",TRUE,"F",2604,72,"5:5"
"649",3,"T","P",0,"An owl is nocturnal",TRUE,"T",1834,73,"5:5"
"650",16,"T","P",1,"A deer has hair",TRUE,"T",1884,74,"5:5"
"651",60,"T","S",1,"A rattlesnake is a reptile",TRUE,"T",1944,75,"5:5"
"652",65,"T","S",2,"A rabbit is an animal",TRUE,"T",2144,76,"5:5"
"653",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",3214,77,"5:5"
"654",46,"T","S",0,"A monitor lizard is a monitor lizard",TRUE,"T",2224,78,"5:5"
"655",72,"T","S",2,"A frog is an animal",TRUE,"T",1894,79,"5:5"
"656",129,"F","S",9,"A mackerel is a reptile",FALSE,"T",2184,80,"5:5"
"657",64,"T","S",2,"A lion is an animal",TRUE,"T",1086,81,"5:5"
"658",89,"F","P",9,"A cat has no legs",TRUE,"F",1806,82,"5:5"
"659",100,"F","P",9,"A monkey has antlers",TRUE,"F",3153,83,"5:5"
"660",106,"F","P",9,"A box turtle can hop",TRUE,"F",1965,84,"5:5"
"661",104,"F","P",9,"A barracuda is friendly",TRUE,"F",2495,85,"5:5"
"662",102,"F","P",9,"An antilope is scaly",TRUE,"F",2944,86,"5:5"
"663",115,"F","S",9,"A cod is a rock",TRUE,"F",1766,87,"5:5"
"664",121,"F","S",9,"A chickadee is a mammal",FALSE,"T",2962,88,"5:5"
"665",49,"T","S",1,"A chickadee is a bird",TRUE,"T",2604,89,"5:5"
"666",74,"F","P",9,"A pigeon barks",TRUE,"F",1865,90,"5:5"
"667",56,"T","S",1,"A sturgeon is a fish",FALSE,"F",3833,91,"5:5"
"668",91,"F","P",9,"A flounder can talk",TRUE,"F",2395,92,"5:5"
"669",113,"F","S",9,"A ferret is a mineral",TRUE,"F",2107,93,"5:5"
"670",68,"T","S",2,"A pufferfish is an animal",TRUE,"T",3103,94,"5:5"
